baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
TOP2A	358.98302752495	3.27104906197865	0.26488847089912	12.3487785288489	4.94566111184276e-35	1.95325133500695e-32
DERL3	125.597164227004	2.69205784650654	0.21882413938342	12.3023805970033	8.79434071361445e-35	3.33155822140224e-32
RNASE1	323.210461868038	5.34435081011438	0.436451511558327	12.2450046994514	1.78666734793449e-34	6.6274191937445e-32
IGHV4-34	3057.02063696988	4.44329234363916	0.363655208256616	12.2184207533849	2.47852715694241e-34	9.0061583733387e-32
KCNN3	63.3369476456717	3.93891565108056	0.322882468420022	12.1992242885006	3.13799057065399e-34	1.10572471634929e-31
NCAPG	82.5812725616497	3.24443603633244	0.265970739208899	12.1984698240967	3.16719800807717e-34	1.10572471634929e-31
ESPL1	60.2581375269985	2.82453910397388	0.231663266752436	12.1924340598731	3.41079239311541e-34	1.167868433835e-31
KIF2C	99.8188087857719	2.9917665215399	0.246584308025732	12.132834183543	7.07574163879292e-34	2.37704867695675e-31
CENPA	33.2565189370781	3.64841035086146	0.300953699239919	12.1228293922813	7.99505143444061e-34	2.63614612574472e-31
ANLN	49.0387467808372	2.96614416580996	0.245345880077707	12.0896432614663	1.19805796256865e-33	3.87844036791543e-31
H1-2	406.918116258446	1.92140795856783	0.159609242665375	12.0381998340542	2.23785745488347e-33	7.11518785432147e-31
KIFC1	72.0078211159664	2.76137887681183	0.230711475177958	11.9689706577528	5.16656063706453e-33	1.61387038847252e-30
IGLV9-49	237.561305674903	4.38926524413175	0.367081035008702	11.9572106034508	5.95281106516825e-33	1.82741036233312e-30
IGHV1-18	878.819280122873	3.60117077973313	0.301316306331566	11.9514633096904	6.37920134334401e-33	1.92511321895322e-30
BUB1B	66.2212756460333	2.83258456628126	0.23741643586394	11.930869722535	8.17152514134216e-33	2.42490008569329e-30
IGHV1-46	928.010009473147	3.57167018964378	0.299553631058186	11.9233079466495	8.94836581046297e-33	2.61189595500481e-30
POC1A	92.0828640269104	1.77164350869836	0.148763173594872	11.9091537635726	1.06048036726258e-32	3.04546015146938e-30
DLGAP5	89.7277515053049	3.89831065746176	0.328708620619792	11.8594719241356	1.92183365822091e-32	5.43146798168624e-30
IGKC	34461.1093794938	3.0102659013505	0.253986333426674	11.8520782623903	2.09919179609735e-32	5.84001717648646e-30
TROAP	57.504793834168	3.50326769430789	0.297782932024454	11.7645013113787	5.94767430266262e-32	1.62920524552166e-29
IGLC3	5346.14724629324	3.35957966814956	0.285613713316858	11.7626693380176	6.07817449673759e-32	1.63972571082444e-29
TYMS	65.0621283800641	2.97374163096289	0.25380369503364	11.7166995168007	1.04670947088113e-31	2.78159136254306e-29
IGHG1	38508.56314977	5.14397016143923	0.440819514202898	11.6691071871914	1.83337153258992e-31	4.80046766731816e-29
POLQ	68.7584608113922	2.15368165932007	0.185214672023714	11.628029441665	2.96871686498038e-31	7.66058025811242e-29
CDC25A	29.3037010601871	3.07855021499619	0.265328757121824	11.6027763005828	3.98923007337109e-31	1.01468916366246e-28
SPC25	23.3382095726376	3.9516880447917	0.341662262864109	11.5660653057356	6.12266402887503e-31	1.53540891597352e-28
CDCA5	99.0880202433399	2.89372041364318	0.250845346454973	11.5358744124145	8.69986340394602e-31	2.15140372093415e-28
IGKV3-15	1264.27776306014	2.89333136115257	0.251130910540295	11.5212076240544	1.03155013575994e-30	2.51599317358982e-28
RAD54L	34.2331368002142	2.89537976666031	0.251475166435864	11.5135812720448	1.1269905997145e-30	2.71163076052929e-28
GGH	133.711266213254	2.40488207929206	0.209829880875729	11.4611039631498	2.06861075462003e-30	4.91088193146795e-28
KIF15	81.3755335699491	2.5035044023196	0.218725135206977	11.4458925808895	2.46553635438093e-30	5.77616773549374e-28
RAD51	94.1662870989163	2.54116556893478	0.225422101384654	11.2729211258598	1.78546248679042e-29	4.12859215289654e-27
CCNB1	172.682458514796	2.35500801514104	0.209101501738383	11.2625112472291	2.00949388551109e-29	4.57362830280699e-27
HMMR	42.8584149880356	2.96909869366087	0.263646930220764	11.261647124716	2.02929871340495e-29	4.57362830280699e-27
CKAP2L	41.454823099199	3.27742122803774	0.291262447210273	11.2524675234623	2.25202234551937e-29	5.01215723274654e-27
SLCO4A1	118.930020352726	2.96133026541177	0.263305886466743	11.2467302009437	2.4033736872011e-29	5.28297141982909e-27
PRDX4	516.866955431286	1.09865006642858	0.0980328342813066	11.2069601423131	3.76916711541679e-29	8.18414884024341e-27
MCM2	452.287745829006	1.80100011126836	0.161085114980239	11.1804254011259	5.08456709379146e-29	1.09073153138502e-26
GLDC	115.500780319693	3.61761689927409	0.324765161710683	11.139177860761	8.08623506950339e-29	1.71399304062509e-26
JCHAIN	6029.80649458843	3.35655971286296	0.303625173038793	11.0549454093983	2.07463005928398e-28	4.34573978888839e-26
TXNDC5	207.945480453722	2.44036191137599	0.22216461012156	10.984476375606	4.53862834055466e-28	9.39654390739253e-26
KIF11	174.377953532655	2.37844208160013	0.216684014726923	10.9765461222304	4.95508229232194e-28	1.01408322085968e-25
NCAPH	105.237375807555	2.00639601097404	0.183874265300874	10.911782612379	1.01251152289585e-27	2.04860996195007e-25
SPC24	38.8646263130413	3.02608021773884	0.277983809271866	10.8858146295109	1.3468894700141e-27	2.69453561950575e-25
TEDC2	31.3325427970469	2.44149631291452	0.22465653083591	10.8676845664362	1.64318067720585e-27	3.25075910640557e-25
KIF14	33.9965476217406	2.67915762159272	0.247144473488488	10.840451270368	2.21376347248538e-27	4.33143501402222e-25
TNFRSF17	200.603997083496	3.13440787776907	0.292423264729259	10.718736351812	8.31313047235835e-27	1.60886182674283e-24
SKA3	54.0782157153066	3.35030503336557	0.312698584740428	10.7141675621803	8.73394080481884e-27	1.67212705408387e-24
CLU	5570.6026628888	3.55647270062607	0.333475874354765	10.6648575628069	1.48626604295412e-26	2.81520924412746e-24
NUF2	50.8285357632494	2.11457790463807	0.198862176594161	10.633384089693	2.08410044103993e-26	3.90604298449641e-24
ITM2C	1658.46126236017	1.58216724905095	0.148900827814155	10.6256444123043	2.26442781808655e-26	4.19980596885741e-24
IGHV3-23	2375.99319352352	2.81734300159855	0.265312148511931	10.6189747337252	2.43217696318537e-26	4.46442379685727e-24
NEK2	32.2560066993165	2.91579700979258	0.275041069321857	10.6013149853649	2.93819456537183e-26	5.33821982004544e-24
ESCO2	32.0493339898707	2.59649993686209	0.244961395911878	10.5996290852137	2.99164368703565e-26	5.38042584319897e-24
IGKV4-1	3182.74436043162	3.09205839046525	0.291755509439847	10.5981148270407	3.04047217905682e-26	5.41356071481067e-24
CENPF	130.001337438534	2.15964915048571	0.204975691147395	10.5361232758705	5.88761353398118e-26	1.0277348918876e-23
DEPDC1B	46.4727991808711	2.90233286020582	0.275464116613688	10.5361558372268	5.88557613576679e-26	1.0277348918876e-23
IGHV3-21	1271.96931908014	3.0620180884559	0.292733841002311	10.4600755347303	1.31750594750359e-25	2.27749450439819e-23
GALNT14	21.4454601041038	3.41790877921915	0.327096858914984	10.4492253167968	1.47726944143204e-25	2.52911369275937e-23
IGHV3-33	1057.22324667664	3.44893957107946	0.330148698089409	10.4466247816171	1.51832863596704e-25	2.57465155841839e-23
SEC11C	1017.38014184025	1.22548691451179	0.117338380140755	10.4440415236834	1.56023447036894e-25	2.62075233442632e-23
PCLAF	26.5636473362551	3.23365997015553	0.309976574238187	10.4319495049028	1.77214497019968e-25	2.94888235461731e-23
DEPDC1	17.6128703229014	3.57649507024405	0.342904126118653	10.4300146828985	1.80860346193983e-25	2.98168376294803e-23
GPRC5D	27.5364850724245	3.18941916294467	0.30717075892487	10.3832121719788	2.95656624890285e-25	4.8295102808913e-23
IGLV2-14	2049.95030885476	3.0942727728101	0.298126605539566	10.37905613023	3.0881314820696e-25	4.99856191256811e-23
E2F1	304.151223694461	2.92353915062842	0.282311933543736	10.355705173106	3.94270381581078e-25	6.32431003968568e-23
AC012236.1	44.236753540756	2.16010827691401	0.209502905388094	10.3106363747678	6.30822149601322e-25	1.00283824764746e-22
MELK	55.5092735039755	3.10425195414477	0.301182271230289	10.3068880564063	6.55908668314649e-25	1.03349149020729e-22
CDCA8	109.063398586268	1.89084461695965	0.184469465899975	10.2501766768541	1.18127418359e-24	1.84496375779122e-22
IGKV5-2	29.9980840775142	3.49983306560152	0.341937745677022	10.2352931486754	1.37777285465847e-24	2.13315179801688e-22
CDKN3	79.2679026374837	2.79154782584893	0.272790805772222	10.2332914701672	1.40655872759075e-24	2.15894639178908e-22
DIAPH3	22.5218904521242	3.16541403950332	0.310001961662414	10.2109484163535	1.77124957217992e-24	2.69547851561227e-22
TSHR	22.6381988667856	2.27149819859102	0.224457703041185	10.1199387136837	4.50697739911681e-24	6.80057055858261e-22
ACOT7	257.750585741834	1.6426816126064	0.162346055587431	10.1183955881314	4.57859199918253e-24	6.83032620653788e-22
IGKV1-17	151.97518782817	2.99269326995556	0.295783046006974	10.1178661534407	4.6034212006995e-24	6.83032620653788e-22
HMGB3	125.137230675971	2.00066039011372	0.197763745314161	10.1164163681039	4.67209732564052e-24	6.87493329611814e-22
IGLV2-23	1103.20214490151	3.46104681693975	0.3424513642802	10.1066813508381	5.1602703379037e-24	7.53103388248979e-22
C1QB	412.299546924965	3.15258412000733	0.312007878196764	10.1041811451286	5.29359402046933e-24	7.66280012475255e-22
ORC1	72.9016346188648	2.61553729115182	0.259182114155244	10.0915038048697	6.02394976952372e-24	8.64971174567498e-22
FAM20A	416.330442954813	3.69383384445268	0.366496910916881	10.0787584681455	6.85872530686586e-24	9.76956832709974e-22
TTK	41.9554129507615	2.59089831187487	0.257712505527593	10.0534442695	8.87114916934157e-24	1.25357786476291e-21
STIL	82.7352928975735	1.82374698976703	0.18220435221793	10.0093492145879	1.38661654149051e-23	1.94399271820776e-21
H2BC4	133.791152487363	2.1823178564716	0.218168407726065	10.0029049999381	1.47990815589962e-23	2.0585753684213e-21
XK	163.013141433851	3.67240743554884	0.369543913009519	9.93767535133028	2.85409703481386e-23	3.9393176515396e-21
CHPF	369.768255912838	1.35355053683834	0.136279370274052	9.93217487075567	3.01604189940673e-23	4.13081738607206e-21
IGLC2	11471.9489788338	3.41149505736135	0.34365984202308	9.92695287665366	3.17819430269089e-23	4.29564168517054e-21
SDC1	82.1400691670973	5.20237392993013	0.524076205644691	9.9267508692375	3.18463747510537e-23	4.29564168517054e-21
HMGA1	1047.38235720776	0.998082651853766	0.10076312061562	9.90523760832241	3.95029928372493e-23	5.28835178546785e-21
EXO1	50.7057330392104	2.72891775515711	0.275541247775676	9.90384480431321	4.00572392974786e-23	5.32253093799707e-21
IGLV2-11	822.028811386563	3.51269532621528	0.355153961451729	9.89062690405243	4.57156016580591e-23	6.02937990756846e-21
MTDH	2666.39314433454	0.514728550732097	0.0522093597689826	9.85893244065204	6.27126026237987e-23	8.21027860085835e-21
IGLV4-69	823.097895060874	3.65915959124957	0.371562754809419	9.84802578807022	6.99035248360662e-23	9.08490700515444e-21
KNL1	82.551273535026	2.12446854294411	0.216315300274323	9.82116632642227	9.12812493621572e-23	1.17772655427044e-20
IGLV3-25	2430.18420065833	4.2607300437758	0.433963635878902	9.81817297927876	9.40322573563584e-23	1.20449233253954e-20
IGKV3-11	1669.04031959134	2.77464163345076	0.282672379659905	9.81575078820593	9.63182975184217e-23	1.2249623480825e-20
CDC42BPA	57.6944327203309	2.14135424974444	0.219168153198173	9.77037137237822	1.50897920839488e-22	1.90548757485609e-20
C1QC	115.64681869867	3.72850529651092	0.381829978126003	9.76483123407488	1.59377138484634e-22	1.99838728923867e-20
IGHV5-51	694.463010419899	2.71666211244112	0.279807501512502	9.7090395995682	2.75924653651719e-22	3.43555136941878e-20
B9D1	31.7244117568691	1.65000433653139	0.170418698129595	9.68206162023749	3.59394415074255e-22	4.44376219472022e-20
H2AC14	14.4374307396627	3.39942958813559	0.352711055937741	9.63800122198507	5.52533177142371e-22	6.78472635794476e-20
MYL6B	53.677838259258	1.42806414442992	0.148239231565295	9.63351016698237	5.77232270263241e-22	7.03946614523083e-20
MYL9	763.744214951123	4.10475369705223	0.426875460201466	9.61581088572057	6.85669369583556e-22	8.30499532342531e-20
IGHV3-69-1	53.2594075895723	3.63364296074461	0.378844646049307	9.59137999873352	8.69146275854088e-22	1.0456182055123e-19
SPATS2	114.248800826928	1.0470583166047	0.109352516972768	9.57507285237381	1.01785521400264e-21	1.21630282451792e-19
WDR34	286.376783445768	1.27455940221275	0.133296322519758	9.56184970537218	1.15670580632798e-21	1.37300979211131e-19
ADAMTS2	310.712662036328	6.78850334160934	0.711196985927191	9.54518013424808	1.35871270052823e-21	1.60211123396723e-19
DHFR	54.9335186048714	1.85106866503563	0.194031704906211	9.54003195472812	1.42788310953648e-21	1.67259597140112e-19
IGLV3-27	203.295550332283	4.59255938522147	0.481477466877104	9.53847210131998	1.44952069661357e-21	1.68684418321599e-19
CDKN2C	123.758255771244	1.23906014943897	0.13000411182677	9.53093046079961	1.55879749950387e-21	1.80207236041259e-19
ITGA2B	5658.55087303912	3.43712918514751	0.360653996931303	9.53026783119835	1.56877964540271e-21	1.80207236041259e-19
PPIB	1679.35960472322	0.922960265252025	0.0969782382043952	9.51718944725266	1.77925993034612e-21	2.03075147819312e-19
RECQL4	179.065810278821	1.58717300980812	0.166955862890563	9.50654252165127	1.97104821807086e-21	2.23531933265934e-19
MAFB	6302.52522103159	1.81295432176748	0.19084895890373	9.49941950001404	2.11063581912879e-21	2.37847283288532e-19
IFI27L1	80.9333195755385	1.4186200267801	0.14996021599371	9.45997588346773	3.08014237440317e-21	3.44917830039298e-19
UBE2J1	3460.05742725407	0.980276572988698	0.103916655694789	9.43329600471211	3.97400809479922e-21	4.42232588299376e-19
MCM4	734.281662620427	1.68251409828304	0.178727505273022	9.41385096665926	4.78284864719966e-21	5.28935528965155e-19
RFFL	452.364978120403	-0.763357588124168	0.081230683914492	-9.39740442081863	5.59256214936161e-21	6.14664006601132e-19
PTGR1	23.0946519760219	2.99984361374655	0.319497613948521	9.38925200934334	6.04278534649815e-21	6.6007235027239e-19
CDK1	115.155619093226	2.74632534217851	0.293112402107132	9.36952964949852	7.28564677420802e-21	7.90981346431548e-19
SLC16A14	22.4527127331316	2.54112568529191	0.271631490511986	9.35504819600355	8.35616108195775e-21	9.01705745843986e-19
EGFL7	109.514311454969	2.75549276543147	0.294631110251399	9.35234830795804	8.57229467065886e-21	9.19456063922174e-19
SNRNP25	435.692919494279	1.12589354698304	0.120608632893259	9.33509915479661	1.00896766785432e-20	1.07572870216444e-18
ABLIM3	260.384672066774	3.11278413489025	0.333693447350612	9.32827467726583	1.0760823602079e-20	1.12775565147329e-18
CTNNAL1	84.3023002832522	2.25132776306711	0.241346243190081	9.32820719854334	1.07676754142353e-20	1.12775565147329e-18
IGHV4-28	84.5748977231631	2.82478896229692	0.302821477956966	9.32823187230578	1.07651695318988e-20	1.12775565147329e-18
RNF111	1009.20255042275	-0.736251930370728	0.0794663858171593	-9.2649479751695	1.95172451611218e-20	2.03219035142557e-18
TREML1	1032.95506282094	3.23930957265434	0.349882770910928	9.25827117528744	2.07768910488449e-20	2.15077061119002e-18
IGKV1-5	2290.42915433341	3.0827871346263	0.33378353050862	9.23588749249775	2.56153584362592e-20	2.63630899975489e-18
EGF	119.679471616233	3.10018815089696	0.336061098729982	9.2250729483804	2.83367952043517e-20	2.89963585410047e-18
IGLV1-40	1648.89034330751	2.78461933156867	0.301942134537762	9.22236088657051	2.90629430522716e-20	2.95694686311826e-18
NME1	205.421573421427	1.21655226683871	0.132459454915417	9.18433695515009	4.14070321100249e-20	4.18893299272155e-18
ROMO1	864.462631591324	0.739262846702924	0.080664175022944	9.16469853553513	4.96856527710099e-20	4.9980398168804e-18
TICRR	16.9902472164376	2.50862932364143	0.274777933025489	9.12966079924882	6.87142503026598e-20	6.87335520583628e-18
CLPTM1L	2729.6169022987	0.59717066032132	0.0654503384749371	9.12402707512346	7.2383472597684e-20	7.19993145028918e-18
IGLV1-51	121.153375138618	3.62552651848364	0.39768303379632	9.11662356795566	7.75012223644473e-20	7.66616257888325e-18
METTL7B	206.464799464653	6.01385840998279	0.659708057505333	9.11593899993282	7.79921210268291e-20	7.67209787228007e-18
TTLL7	26.3058147664892	2.83841065917532	0.311751356373479	9.10472593349331	8.64845136470991e-20	8.46075145871758e-18
IGLV3-1	1178.97127688233	3.64989786466226	0.402105460198536	9.07696668147745	1.11642769298135e-19	1.08622923899087e-17
SPAG5	262.803747266696	1.7294464859035	0.191070372667863	9.05135873110896	1.41200251207363e-19	1.36634264823212e-17
MAOB	56.5418725973743	4.95917106616603	0.550570428218899	9.00733278067438	2.111286456025e-19	2.03197055943379e-17
IGLV7-46	316.960929708887	3.90381646951699	0.435275685219559	8.96860679812117	3.002884896213e-19	2.87453578371357e-17
CMTM5	212.285824723288	3.09756720299089	0.346329090919995	8.94399946236818	3.75334379273094e-19	3.57370514596654e-17
UQCRH	902.307521788568	0.868405427468526	0.0971615603752801	8.93774682203916	3.97185811395478e-19	3.76164541058323e-17
ZNF304	114.154580503905	-1.95975778544707	0.219551869495733	-8.9261721612676	4.41003963229295e-19	4.1545373361363e-17
PIMREG	19.4986907332145	2.67859989968167	0.300521285242075	8.91317863732685	4.9589990155311e-19	4.64710407744901e-17
BHLHA15	37.8316363032845	3.50498021740809	0.393816697589492	8.90002947782988	5.58318573453037e-19	5.20463989546142e-17
IGLV1-47	1037.17635504912	3.06940817640278	0.34538218744	8.88699037768415	6.27864448898019e-19	5.82246172532772e-17
IGHV3-11	556.499070806578	3.12665314667392	0.35346032122737	8.8458391477063	9.08430355292416e-19	8.38062304454998e-17
GMPR	468.533993426672	2.87378674931118	0.324926439496315	8.84442261382604	9.20027855645598e-19	8.44386390194323e-17
TRIM58	1250.45312287592	3.07824076316717	0.34868959368244	8.82802589735614	1.0653939230454e-18	9.72786605119147e-17
IGHV3-20	1128.67171960659	4.84717049678062	0.54966538515294	8.81840230021386	1.16104447409456e-18	1.05471412557416e-16
KIF18B	29.2862936958057	2.91505175862228	0.331045844916885	8.80558328516148	1.30173831948116e-18	1.1765203440793e-16
H1-3	433.823332037637	1.49107413948122	0.169408662209595	8.80164048303763	1.34830524058281e-18	1.21245327316046e-16
CSRNP2	364.88333865791	-0.753599782409457	0.0857853089342347	-8.78471840658855	1.56756726003245e-18	1.40253945049637e-16
CRELD2	1056.9893865471	0.981379062000421	0.111762274649959	8.78095104161141	1.62098101325304e-18	1.44307834704852e-16
PLK4	94.6888028940642	1.50806691906579	0.171773909965142	8.77937120585901	1.64391120461741e-18	1.45621089543348e-16
MRPS15	592.995790003888	0.612693130588999	0.0698391543042699	8.77291737983631	1.74095778402649e-18	1.53454224478177e-16
ZNF773	113.770603748629	-1.11904432745801	0.127958721111189	-8.74535410904601	2.22317310731778e-18	1.94993089535926e-16
PIF1	64.945128294824	1.68242142683568	0.192487200065558	8.74043274702254	2.32219183773098e-18	2.02679537601961e-16
FDXR	201.990520443398	0.953121200820261	0.109612662339764	8.69535672681588	3.4574182328981e-18	3.00289422618296e-16
SAMD14	53.057876067353	3.68619065994433	0.424145076348851	8.69087221682731	3.59667401908567e-18	3.10867868494274e-16
IGHG3	6844.66401256038	4.16681286776737	0.479864455941095	8.68331216488112	3.84407498008694e-18	3.30646159519072e-16
AL035530.2	450.610523461295	-1.17810198106955	0.136011658440966	-8.66177204640796	4.64486476631147e-18	3.97604890212383e-16
KLRK1	74.3249970879196	-2.22783581551614	0.257252393051912	-8.66011697339809	4.71280402079022e-18	3.99660715882701e-16
SELP	705.628739585346	2.83362255176572	0.327204613770628	8.66009350880395	4.71377423956008e-18	3.99660715882701e-16
H2AC13	17.9383709207203	2.5671663521611	0.296580351996198	8.65588814256318	4.8908811631239e-18	4.12711559760289e-16
IGKV1-16	257.402919545357	3.00790331291448	0.347579168628415	8.65386531875313	4.97839542485711e-18	4.18114766696136e-16
SPARC	3774.71160679708	2.88585854562291	0.33370589095559	8.647910102393	5.24511234518012e-18	4.38447067164e-16
MYDGF	1935.27207615652	1.05107683506703	0.121652810273105	8.6399716760132	5.62269590623029e-18	4.67813554254347e-16
H4C9	71.550370082488	1.35111860999915	0.156530203003628	8.63167991910051	6.04573701821378e-18	5.00671384229286e-16
SMOX	645.113925653961	2.63254897135837	0.305163817328875	8.626674664124	6.31615125546714e-18	5.20643856961076e-16
H2BC7	22.9846472540519	2.46938904921659	0.286276705354385	8.625881893393	6.36006303265836e-18	5.21847568186554e-16
JADE1	1281.10537623235	-0.75979769468117	0.0880945529789181	-8.62479766329022	6.42060706592023e-18	5.24398664260136e-16
ANXA3	39.3214643577271	4.32736067421265	0.502235483764312	8.61619860424555	6.92136605903512e-18	5.62716541922924e-16
FEN1	498.6807335006	1.19843878422973	0.139102928986623	8.61548202442943	6.96479491422513e-18	5.6367351567172e-16
IGKV1-12	116.186075563318	3.24517134092592	0.376767594760097	8.61319122466531	7.10544281173184e-18	5.72454340556042e-16
GAS6	422.521892652328	1.97196571964772	0.229073658412124	8.60843509165064	7.40646759166189e-18	5.94018718331261e-16
MRPL28	1071.86193880133	0.639384466360325	0.0743978007016304	8.59413128251671	8.38970641975807e-18	6.69859743514764e-16
H2BC12	180.117553360335	1.42049196447638	0.165785804521017	8.5682363974432	1.05081909511066e-17	8.35260445912735e-16
UBE2T	74.5011073666423	1.53365471703822	0.179230466232499	8.55688627763066	1.15956818985926e-17	9.17604960908627e-16
GAPDH	21100.6243327838	1.16285384388757	0.136350586315488	8.52841102712207	1.4837154738684e-17	1.16891831912508e-15
H2BC21	792.379800038049	1.85364597156311	0.217445515376127	8.5246456720745	1.53278297361575e-17	1.20225554384266e-15
IGLV5-45	128.464379396676	3.19958997819783	0.376112643443043	8.50699925667978	1.78492676819357e-17	1.39388689068801e-15
CENPE	77.2918744530785	1.73696565093476	0.204285433918029	8.50264072979249	1.8532578172022e-17	1.44092818494695e-15
LRP8	291.760797689032	0.981212272058997	0.115462181640563	8.49812690282897	1.92674408471945e-17	1.49155123601869e-15
TGFBR1	1040.31671971148	-1.11773930235028	0.131882957464214	-8.47523686033182	2.34601721401001e-17	1.80826132014927e-15
PDIA4	4352.13053671297	0.993859124927682	0.117276434328935	8.47449984828258	2.36091643578731e-17	1.81190160082729e-15
SSR4	2451.97781967163	0.61016685872482	0.0721019528594886	8.46255662331235	2.61578663926141e-17	1.99888760137551e-15
